,token,pos,lemma_gold,lemma_pred
198890,Die,DET,die,Die
198892,hat,AUX,haben,hat
198893,gute,ADJ,gut,gute
198894,Chancen,NOUN,Chance,Chancen
198900,E-Payment-System,NOUN,System,E-Payment-System
198904,Ihr,PRON,sein,Ihr
198906,liegt,VERB,liegen,liegt
198910,gewährten,ADJ,gewähren,gewährten
198915,Selbst,ADV,selbst,Selbst
198920,klaut,VERB,klauen,klaut
198922,kann,AUX,können,kann
198927,Restguthaben,NOUN,Guthaben,Restguthaben
198930,Jugendliche,NOUN,Jugendlich,Jugendliche
198934,Kreditkarte,NOUN,Karte,Kreditkarte
198935,dürften,AUX,dürfen,dürften
198937,neuen,ADJ,neu,neuen
198938,Bezahlsystem,NOUN,System,Bezahlsystem
198940,großen,ADJ,groß,großen
198958,Lycos-Europe,NOUN,unknown,Lycos-Europe
198959,konnte,AUX,können,konnte
198962,gestarteten,ADJ,starten,gestarteten
198963,Börsengang,NOUN,Gang,Börsengang
198966,Neuemissions-Hype,NOUN,Hype,Neuemissions-Hype
198969,Im,ADP,im,Im
198970,frühen,ADJ,früh,frühen
198973,Neuen,ADJ,neu,Neuen
198975,fiel,VERB,fallen,fiel
198982,ihres,PRON,sein,ihres
198983,Ausgabepreises,NOUN,Preis,Ausgabepreises
198988,Den,DET,den,Den
198990,viele,PRON,viel,viele
198991,überraschend,ADJ,überraschen,überraschend
198992,schwachen,ADJ,schwach,schwachen
198996,Analysten,NOUN,Analyst,Analysten
199000,einiger,DET,einig,einiger
199001,großer,ADJ,groß,großer
199002,Aktienpakete,NOUN,Paket,Aktienpakete
199005,Fonds-Manager,NOUN,Manager,Fonds-Manager
199008,Konsortialbanken,NOUN,Konsortialbank,Konsortialbanken
199010,aufgedrückt,ADJ,aufdrücken,aufgedrückt
199013,hätten,AUX,haben,hätten
199015,Außerdem,ADV,außerdem,Außerdem
199016,versprach,VERB,versprechen,versprach
199020,Lycos-Börsengangs,NOUN,Gang,Lycos-Börsengangs
199023,keine,DET,kein,keine
199024,unmittelbaren,ADJ,unmittelbar,unmittelbaren
199025,Mitnahmegewinne,NOUN,Gewinn,Mitnahmegewinne
199029,viele,ADJ,viel,viele
199030,Privatanleger,NOUN,Anleger,Privatanleger
199031,lieber,ADJ,lieb,lieber
199034,ihren,PRON,sein,ihren
199035,Anteilen,NOUN,Anteil,Anteilen
199036,trennten,VERB,trennen,trennten
199038,Überraschend,ADJ,überraschen,Überraschend
199039,ist,AUX,sein,ist
199041,mäßige,ADJ,mäßig,mäßige
199046,Andrangs,NOUN,Andrang,Andrangs
199052,Gestern,ADV,gestern,Gestern
199053,gab,VERB,geben,gab
199054,Lycos-Europe,NOUN,unknown,Lycos-Europe
199063,überzeichnet,VERB,überzeichnen,überzeichnet
199064,war,AUX,sein,war
199066,Durch,ADP,durch,Durch
199068,Kapitalisierung,NOUN,unknown,Kapitalisierung
199069,wird,AUX,werden,wird
199073,Millionen,NOUN,Million,Millionen
199078,Dreist,ADJ,dreist,Dreist
199080,dreister,ADJ,dreist,dreister
199086,titelte,VERB,titeln,titelte
199090,Süddeutsche,ADJ,süddeutsch,Süddeutsche
199093,Die,DET,die,Die
199095,habe,AUX,haben,habe
199101,unverfrorenem,ADJ,unverfroren,unverfrorenem
199102,Wege,NOUN,Weg,Wege
199106,Tricks,NOUN,Trick,Tricks
199107,geschafft,VERB,schaffen,geschafft
199112,Neuen,ADJ,neu,Neuen
199118,ist,AUX,sein,ist
199121,geplanten,ADJ,planen,geplanten
199122,Börsengangs,NOUN,Gang,Börsengangs
199126,Schusslinie,NOUN,Linie,Schusslinie
199128,Heute,ADV,heute,Heute
199129,untersagte,VERB,untersagen,untersagte
199131,Landgericht,NOUN,Gericht,Landgericht
199134,einstweiliger,ADJ,einstweilig,einstweiliger
199139,T-Online-Kunden,NOUN,Kunde,T-Online-Kunden
199142,Aktienvergabe,NOUN,Vergabe,Aktienvergabe
199146,Nach,ADP,nach,Nach
199152,unlauteren,ADJ,unlauter,unlauteren
199153,Wettbewerbs,NOUN,Wettbewerb,Wettbewerbs
199154,hatte,AUX,haben,hatte
199161,Konkurrenten,NOUN,Konkurrent,Konkurrenten
199163,eingelegt,VERB,einlegen,eingelegt
199165,Laut,ADP,laut,Laut
199167,Anwälten,NOUN,Anwalt,Anwälten
199170,soll,AUX,sollen,soll
199178,zugestellt,VERB,zustellen,zugestellt
199184,Nach,ADP,nach,Nach
199185,dpa-Angaben,NOUN,Angabe,dpa-Angaben
199186,drohte,VERB,drohen,drohte
199191,Telekom-Verantwortlichen,NOUN,Verantwortlich,Telekom-Verantwortlichen
199196,Ordnungsgeldes,NOUN,Geld,Ordnungsgeldes
199199,halben,ADJ,halb,halben
199200,Millionen,NOUN,Million,Millionen
199208,Vorzugsangebot,NOUN,Angebot,Vorzugsangebot
199210,sollten,AUX,sollen,sollten
199214,dürfte,AUX,dürfen,dürfte
199220,übermächtigen,ADJ,übermächtig,übermächtigen
199227,verschafft,VERB,verschaffen,verschafft
199231,Börsengang,NOUN,Gang,Börsengang
199236,jenes,DET,jene,jenes
199241,entscheidenden,ADJ,entscheiden,entscheidenden
199247,europäischen,ADJ,europäisch,europäischen
199248,Online-Märkte,NOUN,Markt,Online-Märkte
199250,könnte,AUX,können,könnte
199252,Am,ADP,am,Am
199254,berichtete,VERB,berichten,berichtete
199264,hätte,AUX,haben,hätte
199270,Anteile,NOUN,Anteil,Anteile
199273,konkrete,ADJ,konkret,konkrete
199274,Pläne,NOUN,Plan,Pläne
199277,europäischen,ADJ,europäisch,europäischen
199285,Ausgehend,ADJ,ausgehen,Ausgehend
199288,Kundenstamm,NOUN,Stamm,Kundenstamm
199291,Millionen,NOUN,Million,Millionen
199292,Abonnenten,NOUN,Abonnent,Abonnenten
199293,könnte,AUX,können,könnte
199295,Börsengang,NOUN,Gang,Börsengang
199298,Milliarden,NOUN,Milliarde,Milliarden
199302,Kassen,NOUN,Kasse,Kassen
199312,Noch,ADV,noch,Noch
199314,diesem,DET,dies,diesem
199316,sei,AUX,sein,sei
199318,Börsengang,NOUN,Gang,Börsengang
199321,Die,DET,die,Die
199322,Bookbuilding-Spanne,NOUN,Spanne,Bookbuilding-Spanne
199325,T-Online-Aktie,NOUN,Aktie,T-Online-Aktie
199331,geplant,VERB,planen,geplant
199332,ist,AUX,sein,ist
199334,wird,AUX,werden,wird
199345,Das,PRON,das,Das
199348,veröffentlichte,ADJ,veröffentlichen,veröffentlichte
199349,Angaben,NOUN,Angabe,Angaben
199352,Wirtschaftswoche,NOUN,Woche,Wirtschaftswoche
199358,Als,CCONJ,als,Als
199360,nannte,VERB,nennen,nannte
199364,informierte,ADJ,informieren,informierte
199365,Bankenkreise,NOUN,Kreis,Bankenkreise
199367,Allerdings,ADV,allerdings,Allerdings
199368,könne,AUX,können,könne
199371,angepeilte,ADJ,anpeilen,angepeilte
199376,Bookbuilding-Spanne,NOUN,Spanne,Bookbuilding-Spanne
199384,T-Online-Chef,NOUN,Chef,T-Online-Chef
199391,Bereits,ADV,bereits,Bereits
199394,kursierten,VERB,kursieren,kursierten
199396,Pressekreisen,NOUN,Kreis,Pressekreisen
199397,Berichte,NOUN,Bericht,Berichte
199400,Börsengang,NOUN,Gang,Börsengang
199401,teilnehmenden,ADJ,teilnehmen,teilnehmenden
199402,Konsortialbanken,NOUN,Konsortialbank,Konsortialbanken
199404,Die,DET,die,Die
199405,Analysten,NOUN,Analyst,Analysten
199411,dunkle,ADJ,dunkel,dunkle
199412,Wolken,NOUN,Wolke,Wolken
199417,Sie,PRON,sie,Sie
199420,ihrer,PRON,sein,ihrer
199423,Verschluss,NOUN,Verschluß,Verschluss
199424,stehenden,ADJ,stehen,stehenden
199429,laufende,ADJ,laufen,laufende
199432,Gesamtverlust,NOUN,Verlust,Gesamtverlust
199435,Millionen,NOUN,Million,Millionen
199439,größten,ADJ,groß,größten
199440,deutschen,ADJ,deutsch,deutschen
199441,Online-Dienst,NOUN,Dienst,Online-Dienst
199443,Im,ADP,im,Im
199446,soll,AUX,sollen,soll
199451,Millionen,NOUN,Million,Millionen
199454,geringer,ADJ,gering,geringer
199457,Frühestens,ADV,frühestens,Frühestens
199463,Spezialisten,NOUN,Spezialist,Spezialisten
199467,positiven,ADJ,positiv,positiven
199468,Jahresabschluss,NOUN,Abschluß,Jahresabschluss
199470,Etwas,ADV,etwas,Etwas
199471,freundlicher,ADJ,freundlich,freundlicher
199472,sind,AUX,sein,sind
199474,Prognosen,NOUN,Prognose,Prognosen
199476,Dresdner,ADJ,dresdner,Dresdner
199481,ausgefallen,VERB,ausfallen,ausgefallen
199483,Seit,ADP,seit,Seit
199492,Privatanleger,NOUN,Anleger,Privatanleger
199494,interessanten,ADJ,interessant,interessanten
199496,Analysen,NOUN,Analyse,Analysen
199498,Konsortiumsmitglieder,NOUN,Mitglied,Konsortiumsmitglieder
199501,veröffentlicht,VERB,veröffentlichen,veröffentlicht
199504,Diese,DET,dies,Diese
199506,genannte,ADJ,nennen,genannte
199508,Blackout-Periode,NOUN,Periode,Blackout-Periode
199510,endet,VERB,enden,endet
199515,Börsengang,NOUN,Gang,Börsengang
199522,Im,ADP,im,Im
199525,bevorstehenden,ADJ,bevorstehen,bevorstehenden
199527,will,AUX,wollen,will
199532,gehörende,ADJ,gehören,gehörende
199533,Internet-Kaufhaus,NOUN,Kaufhaus,Internet-Kaufhaus
199539,seiner,PRON,sein,seiner
199540,deutschen,ADJ,deutsch,deutschen
199544,Das,PRON,das,Das
199545,berichtet,VERB,berichten,berichtet
199547,Wochenzeitung,NOUN,Zeitung,Wochenzeitung
199551,ihrer,PRON,sein,ihrer
199553,erscheinenden,ADJ,erscheinen,erscheinenden
199558,wird,AUX,werden,wird
199560,Veränderungen,NOUN,Veränderung,Veränderungen
199567,Zahlen,NOUN,Zahl,Zahlen
199568,ist,AUX,sein,ist
199570,momentanen,ADJ,momentan,momentanen
199572,pure,ADJ,pur,pure
199576,kommentierte,VERB,kommentieren,kommentierte
199577,DirectGroup-Sprecher,NOUN,Sprecher,DirectGroup-Sprecher
199584,Zurzeit,ADV,zurzeit,Zurzeit
199585,werde,AUX,werden,werde
199587,neues,ADJ,neu,neues
199588,Personalkonzept,NOUN,Konzept,Personalkonzept
199589,erarbeitet,VERB,erarbeiten,erarbeitet
199595,Laufe,NOUN,Lauf,Laufe
199597,Junis,NOUN,Juni,Junis
199599,werde,AUX,werden,werde
199602,Natürlich,ADJ,natürlich,Natürlich
199606,Abteilungen,NOUN,Abteilung,Abteilungen
199607,zusammengelegt,VERB,zusammenlegen,zusammengelegt
199614,Fest,ADP,fest,Fest
199615,steht,VERB,stehen,steht
199623,zieht,VERB,ziehen,zieht
199626,Multimedia-Shop,NOUN,Shop,Multimedia-Shop
199629,Bertelsmann-Buchclub,NOUN,Club,Bertelsmann-Buchclub
199630,zusammenlegt,VERB,zusammenlegen,zusammenlegt
199643,Marktgegebenheiten,NOUN,Gegebenheit,Marktgegebenheiten
199647,zitiert,VERB,zitieren,zitiert
199654,Vorstandvorsitzenden,NOUN,Vorsitzend,Vorstandvorsitzenden
199659,Es,PRON,es,Es
199660,gebe,VERB,geben,gebe
199661,gute,ADJ,gut,gute
199662,Gründe,NOUN,Grund,Gründe
199669,sagte,VERB,sagen,sagte
199671,dessen,DET,deren,dessen
199672,Deutschlandchef,NOUN,Chef,Deutschlandchef
199679,Das,DET,das,Das
199682,Gewinnzone,NOUN,Zone,Gewinnzone
199683,rücke,VERB,rücken,rücke
199687,weitere,ADJ,weit,weitere
199692,gedacht,VERB,gedenken,gedacht
199694,Der,DET,der,Der
199695,Frankfurter,ADJ,frankfurter,Frankfurter
199696,Internet-Service-Provider,NOUN,Provider,Internet-Service-Provider
199698,TK-Dienstleister,NOUN,Dienstleister,TK-Dienstleister
199706,steht,VERB,stehen,steht
199713,In,ADP,in,In
199715,vergangenen,ADJ,vergehen,vergangenen
199716,Tagen,NOUN,Tag,Tagen
199717,mehrten,VERB,mehren,mehrten
199725,große,ADJ,groß,große
199726,finanzielle,ADJ,finanziell,finanzielle
199727,Schwierigkeiten,NOUN,Schwierigkeit,Schwierigkeiten
199728,hat,AUX,haben,hat
199730,Das,PRON,das,Das
199731,ist,AUX,sein,ist
199735,kleiner,ADJ,klein,kleiner
199740,Die,DET,die,Die
199741,Insolvenz-Abteilung,NOUN,Abteilung,Insolvenz-Abteilung
199743,Amtsgerichts,NOUN,Amtsgericht,Amtsgerichts
199747,schließt,VERB,schließen,schließt
199749,Schlimmeres,NOUN,unknown,Schlimmeres
199753,Es,PRON,es,Es
199754,läge,VERB,liegen,läge
199758,Insolvenzantrag,NOUN,Antrag,Insolvenzantrag
199761,berichtete,VERB,berichten,berichtete
199763,zuständige,ADJ,zuständig,zuständige
199769,Ixtelserv,NOUN,unknown,Ixtelserv
199770,habe,AUX,haben,habe
199773,vorgefühlt,VERB,vorfühlen,vorgefühlt
199776,Auf,ADP,auf,Auf
199781,bestätigte,VERB,bestätigen,bestätigte
199784,Infrastruktur-Lieferant,NOUN,Lieferant,Infrastruktur-Lieferant
199795,seinem,PRON,sein,seinem
199796,Kunden,NOUN,Kunde,Kunden
199801,Leitungen,NOUN,Leitung,Leitungen
199802,gekappt,VERB,kappen,gekappt
199803,hat,AUX,haben,hat
199807,Schulden,NOUN,Schuld,Schulden
199812,aufgelaufen,VERB,auflaufen,aufgelaufen
199813,seien,AUX,sein,seien
199815,Alle,DET,all,Alle
199816,Verhandlungen,NOUN,Verhandlung,Verhandlungen
199821,seien,AUX,sein,seien
199824,gescheitert,VERB,scheitern,gescheitert
199826,Deshalb,ADV,deshalb,Deshalb
199827,werde,AUX,werden,werde
199834,Es,PRON,es,Es
199835,sei,AUX,sein,sei
199840,seine,PRON,sein,seine
199841,Kunden,NOUN,Kunde,Kunden
199843,informiert,VERB,informieren,informiert
199844,habe,AUX,haben,habe
199849,unseren,PRON,unser,unseren
199855,angekündigt,VERB,ankündigen,angekündigt
199856,hatten,AUX,haben,hatten
199859,erklärte,VERB,erklären,erklärte
199867,Bei,ADP,bei,Bei
199869,Geschäftsgebahren,NOUN,Gebahren,Geschäftsgebahren
199870,sind,AUX,sein,sind
199875,Kunden,NOUN,Kunde,Kunden
199877,Dummen,NOUN,Dumm,Dummen
199879,Viele,ADJ,viel,Viele
199880,Ixtelserv-Vertragspartner,NOUN,Partner,Ixtelserv-Vertragspartner
199882,verzweifelt,ADJ,verzweifeln,verzweifelt
199887,E-Mail-Account,NOUN,Account,E-Mail-Account
199891,Außerdem,ADV,außerdem,Außerdem
199892,hostet,VERB,hosten,hostet
199898,genannte,ADJ,nennen,genannte
199899,Internet-By-Call-Prepaid-Karten,NOUN,Karte,Internet-By-Call-Prepaid-Karten
199901,Großkunden,NOUN,Großkunde,Großkunden
199905,Otto-Versand,NOUN,Versand,Otto-Versand
199908,sind,AUX,sein,sind
199909,Kunden,NOUN,Kunde,Kunden
199910,dieses,DET,dies,dieses
199911,Services,NOUN,Service,Services
199914,bietet,VERB,bieten,bietet
199916,ausgewählten,ADJ,auswählen,ausgewählten
199917,Kundenkreis,NOUN,Kreis,Kundenkreis
199920,Ixtelserv-Karte,NOUN,Karte,Ixtelserv-Karte
199930,Otto-Homepage,NOUN,Homepage,Otto-Homepage
199935,Der,DET,der,Der
199936,Freemail-Dienst,NOUN,Dienst,Freemail-Dienst
199938,Deutschen,ADJ,deutsch,Deutschen
199941,bietet,VERB,bieten,bietet
199944,verschlüsselte,ADJ,verschlüsseln,verschlüsselte
199945,Übertragungen,NOUN,Übertragung,Übertragungen
199955,Dazu,ADV,dazu,Dazu
199957,ePost-Nutzer,NOUN,Nutzer,ePost-Nutzer
199959,URL,NOUN,unknown,URL
199962,Beim,ADP,beim,Beim
199963,SSL-Datentransfer,NOUN,Transfer,SSL-Datentransfer
199966,Mails,NOUN,Mail,Mails
199976,128-Bit-verschlüsselt,ADJ,verschlüsseln,128-Bit-verschlüsselt
199979,Wenn,SCONJ,wenn,Wenn
199981,Webmail-Provider,NOUN,Provider,Webmail-Provider
199982,diese,DET,dies,diese
199984,anbietet,VERB,anbieten,anbietet
199986,sollte,AUX,sollen,sollte
199992,Offensichtlich,ADJ,offensichtlich,Offensichtlich
199994,US-amerikanische,ADJ,amerikanisch,US-amerikanische
199995,Firmen,NOUN,Firma,Firmen
200001,ihre,PRON,sein,ihre
200002,Y2K-Tauglichkeit,NOUN,Tauglichkeit,Y2K-Tauglichkeit
200005,zieht,VERB,ziehen,zieht
200007,Gestern,ADV,gestern,Gestern
200009,strahlte,VERB,strahlen,strahlte
200017,NBC-Pressetext,NOUN,Text,NBC-Pressetext
200020,Jahr-2000-Problematik,NOUN,Problematik,Jahr-2000-Problematik
200023,Allein,ADV,allein,Allein
200028,waren,AUX,sein,waren
200029,Bankenverbände,NOUN,Verband,Bankenverbände
200031,Energieunternehmen,NOUN,Unternehmen,Energieunternehmen
200034,Fernsehsender,NOUN,Sender,Fernsehsender
200036,gelaufen,VERB,laufen,gelaufen
200038,Öffentlich,ADJ,öffentlich,Öffentlich
200039,wurde,AUX,werden,wurde
200041,aufgefordert,VERB,auffordern,aufgefordert
200043,keine,DET,kein,keine
200048,lieber,ADJ,lieb,lieber
200050,Alternativprogramm,NOUN,Programm,Alternativprogramm
200057,berichtet,VERB,berichten,berichtet
200058,amüsiert,ADJ,amüsieren,amüsiert
200060,Der,DET,der,Der
200061,Fernsehfilm,NOUN,Film,Fernsehfilm
200062,thematisiert,VERB,thematisieren,thematisiert
200063,US-amerikanische,ADJ,amerikanisch,US-amerikanische
200064,Probleme,NOUN,Problem,Probleme
200067,Jahreswechsels,NOUN,Wechsel,Jahreswechsels
200069,Ein,DET,ein,Ein
200070,Y2K-Experte,NOUN,Experte,Y2K-Experte
200071,versucht,VERB,versuchen,versucht
200080,Atomkraftwerk,NOUN,Kraftwerk,Atomkraftwerk
200081,abzuschalten,VERB,abschalten,abzuschalten
200087,Y2K-Bugs,NOUN,Bug,Y2K-Bugs
200088,seinen,PRON,sein,seinen
200089,radioaktiven,ADJ,radioaktiv,radioaktiven
200092,alle,DET,all,alle
200095,wird,AUX,werden,wird
200097,Just,ADV,just,Just
200107,Helden,NOUN,Held,Helden
200109,Erste,ADJ,null,Erste
200110,Kritiker-Reaktionen,NOUN,Reaktion,Kritiker-Reaktionen
200116,"""Wired""-Einschätzung",NOUN,Einschätzung,"""Wired""-Einschätzung"
200118,Viel,ADJ,viel,Viel
200123,Das,DET,das,Das
200124,unvermeidliche,ADJ,unvermeidlich,unvermeidliche
200125,Happyend,NOUN,unknown,Happyend
200129,konventionelle,ADJ,konventionell,konventionelle
200131,sorgten,VERB,sorgen,sorgten
200135,Realitätsferne,NOUN,Ferne,Realitätsferne
200146,Verschiedene,ADJ,verscheiden,Verschiedene
200147,Produktionsfirmen,NOUN,Firma,Produktionsfirmen
200150,versucht,VERB,versuchen,versucht
200153,Jahr-2000-Problematik,NOUN,Problematik,Jahr-2000-Problematik
200160,Jahres,NOUN,Jahr,Jahres
200161,kippte,VERB,kippen,kippte
200165,Y2K-Projekt,NOUN,Projekt,Y2K-Projekt
200167,Hinter,ADP,hinter,Hinter
200168,dieser,DET,dies,dieser
200170,verbargen,VERB,verbergen,verbargen
200173,keine,DET,kein,keine
200174,politischen,ADJ,politisch,politischen
200175,Gründe,NOUN,Grund,Gründe
200177,Die,DET,die,Die
200178,Drehbuchautoren,NOUN,Autor,Drehbuchautoren
200179,kamen,VERB,kommen,kamen
200187,Trotz,ADP,trotz,Trotz
200188,Vorweihnachtszeit,NOUN,Zeit,Vorweihnachtszeit
200189,ist,AUX,sein,ist
200191,jedes,DET,jede,jedes
200197,erhielt,VERB,erhalten,erhielt
200203,Thermobecher,NOUN,Becher,Thermobecher
200213,Amazon-Geschäftsführers,NOUN,Geschäftsführer,Amazon-Geschäftsführers
200217,besten,ADJ,beste,besten
200218,Kunden,NOUN,Kunde,Kunden
200221,Online-Händlers,NOUN,Händler,Online-Händlers
200222,zählt,VERB,zählen,zählt
200224,Seltsam,ADJ,seltsam,Seltsam
200229,ist,AUX,sein,ist
200238,Lediglich,ADV,lediglich,Lediglich
200240,Transaktionsdaten,NOUN,Datum,Transaktionsdaten
200241,müsse,AUX,müssen,müsse
200246,Gründen,NOUN,Grund,Gründen
200249,Jahre,NOUN,Jahr,Jahre
200253,Mit,ADP,mit,Mit
200255,fragt,VERB,fragen,fragt
200263,Marketing-Abteilung,NOUN,Abteilung,Marketing-Abteilung
200266,herausfand,VERB,herausfinden,herausfand
200272,besten,ADJ,gut,besten
200273,Kunden,NOUN,Kunde,Kunden
200274,gehört,VERB,gehören,gehört
200276,Gemäß,ADP,gemäß,Gemäß
200282,Bundesdatenschutzgesetzes,NOUN,Gesetz,Bundesdatenschutzgesetzes
200286,handelt,VERB,handeln,handelt
200291,Wörtlich,ADJ,wörtlich,Wörtlich
200292,heisst,VERB,heißen,heisst
200297,Von,ADP,von,Von
200303,befragt,VERB,befragen,befragt
200305,bestätigte,VERB,bestätigen,bestätigte
200309,Bundesdatenschutzbeauftragten,NOUN,Beauftragt,Bundesdatenschutzbeauftragten
200313,Dessen,DET,deren,Dessen
200317,meinte,VERB,meinen,meinte
200319,Der,DET,der,Der
200321,zeige,VERB,zeigen,zeige
200328,Privacy-Begriff,NOUN,Begriff,Privacy-Begriff
200334,US-Amerikaner,NOUN,Amerikaner,US-Amerikaner
200341,durchgesetzt,VERB,durchsetzen,durchgesetzt
200342,habe,AUX,haben,habe
200344,Datenschutzrisiken,NOUN,Risiko,Datenschutzrisiken
200345,würden,AUX,werden,würden
200348,deutschen,ADJ,deutsch,deutschen
200349,E-Commerce-Firmen,NOUN,Firma,E-Commerce-Firmen
200351,ausreichend,ADJ,ausreichen,ausreichend
200353,gemacht,VERB,machen,gemacht
200355,Amazon.de,NOUN,unknown,Amazon.de
200356,war,AUX,sein,war
200370,Allerdings,ADV,allerdings,Allerdings
200371,waren,AUX,sein,waren
200373,Daten,NOUN,Datum,Daten
200384,Außerdem,ADV,außerdem,Außerdem
200385,erhielt,VERB,erhalten,erhielt
200393,erklärte,VERB,erklären,erklärte
200397,Weihnachts-Geschenkaktion,NOUN,Aktion,Weihnachts-Geschenkaktion
200400,langer,ADJ,lang,langer
200403,vorbereitet,VERB,vorbereiten,vorbereitet
200404,wurde,AUX,werden,wurde
200406,ID-Soft,NOUN,unknown,ID-Soft
200407,hat,AUX,haben,hat
200409,gesamten,ADJ,gesamt,gesamten
200410,Quellcode,NOUN,Code,Quellcode
200414,Lande,NOUN,Land,Lande
200415,indizierten,ADJ,indizieren,indizierten
200416,3D-Action-Shooter,NOUN,unknown,3D-Action-Shooter
200418,veröffentlicht,VERB,veröffentlichen,veröffentlicht
200422,GNU-Public-Licence,NOUN,unknown,GNU-Public-Licence
200426,gestellt,VERB,stellen,gestellt
200428,Damit,ADV,damit,Damit
200429,ist,AUX,sein,ist
200435,basierend,ADJ,basieren,basierend
200438,Quake-Engine,NOUN,unknown,Quake-Engine
200448,Auch,ADV,auch,Auch
200449,andere,ADJ,ander,andere
200450,Erweiterungen,NOUN,Erweiterung,Erweiterungen
200451,sind,AUX,sein,sind
200456,Administrations-Tool,NOUN,Tool,Administrations-Tool
200458,Linux-Systeme,NOUN,System,Linux-Systeme
200460,siehe,VERB,sehen,siehe
200463,frühere,ADJ,früh,frühere
200467,Einzige,ADJ,einzig,Einzige
200470,Der,DET,der,Der
200471,geänderte,ADJ,ändern,geänderte
200472,Quellcode,NOUN,Code,Quellcode
200473,muss,AUX,müssen,muss
200477,veröffentlicht,VERB,veröffentlichen,veröffentlicht
200480,Interessierte,NOUN,Interessiert,Interessierte
200483,Quellcode,NOUN,Code,Quellcode
200488,Uns,PRON,uns,Uns
200489,gelang,VERB,gelingen,gelang
200499,zuzugreifen,VERB,zugreifen,zuzugreifen
200501,Quake-Guru,NOUN,Guru,Quake-Guru
200504,hat,AUX,haben,hat
200506,angekündigt,VERB,ankündigen,angekündigt
200510,Quake-III-Quellcode,NOUN,Code,Quake-III-Quellcode
200514,ist,AUX,sein,ist
200519,indiziert,VERB,indizieren,indiziert
200526,Zwar,ADV,zwar,Zwar
200527,sprach,VERB,sprechen,sprach
200534,Quake-Gemeinde,NOUN,Gemeinde,Quake-Gemeinde
200539,wolle,AUX,wollen,wolle
200542,Quake-III-Quellcode,NOUN,Code,Quake-III-Quellcode
200546,Tatsächlich,ADJ,tatsächlich,Tatsächlich
200547,sind,AUX,sein,sind
200552,Codeteile,NOUN,Teil,Codeteile
200553,gemeint,VERB,meinen,gemeint
200556,Programmierern,NOUN,Programmierer,Programmierern
200558,genannter,ADJ,nennen,genannter
200564,Diese,DET,dies,Diese
200566,Mods,NOUN,unknown,Mods
200568,sind,AUX,sein,sind
200569,Erweiterungen,NOUN,Erweiterung,Erweiterungen
200571,ursprünglichen,ADJ,ursprünglich,ursprünglichen
200572,Spiels,NOUN,Spiel,Spiels
200574,America,X,america,America
200576,kauft,VERB,kaufen,kauft
200580,größten,ADJ,groß,größten
200582,interaktiver,ADJ,interaktiv,interaktiver
200583,Landkarten,NOUN,Landkarte,Landkarten
200585,Stadtpläne,NOUN,Stadtplan,Stadtpläne
200589,Dabei,ADV,dabei,Dabei
200591,Aktien,NOUN,Aktie,Aktien
200596,Milliarden,NOUN,Milliarde,Milliarden
200597,US-Dollar,NOUN,Dollar,US-Dollar
200598,getauscht,VERB,tauschen,getauscht
200601,Bisher,ADV,bisher,Bisher
200602,bot,VERB,bieten,bot
200604,seine,PRON,sein,seine
200605,Dienste,NOUN,Dienst,Dienste
200608,eigenen,ADJ,eigen,eigenen
200612,verkaufte,VERB,verkaufen,verkaufte
